licno,address,capacity,boro,bbl,factype,cd,zipcode,juris,longitude,latitude,TableDate
2016406-DCA,3907 PRINCE ST,126,Queens,4049767501.0,Garage and Parking Lot,407.0,11354.0,NYCDCWP,-73.8319552,40.7594679,2022_08
1146910-DCA,2 DIVISION ST,300,Manhattan,1002899001.0,Garage,103.0,10002.0,NYCDCWP,-73.99730179999999,40.71407968,2022_08
2095747-DCA,225 E 39TH ST,58,Manhattan,1009200013.0,Garage,106.0,10016.0,NYCDCWP,-73.9745054,40.7487075,2022_08
1148653-DCA,1721-1735 AMSTERDAM AVE,53,Manhattan,1020600001.0,Garage,109.0,10031.0,NYCDCWP,-73.94694670000001,40.82536939999999,2022_08
2064187-DCA,252 W 79TH ST,100,Manhattan,1011707502.0,Garage,107.0,10024.0,NYCDCWP,-73.9808834,40.7837453,2022_08
2011705-DCA,21 E 169TH ST,50,Bronx,2028390001.0,Parking Lot,204.0,10452.0,NYCDCWP,-73.9188819,40.8378004,2022_08
1376347-DCA,100 W 26TH ST,49,Manhattan,1008010034.0,Garage,104.0,10010.0,NYCDCWP,-73.9918728,40.744839899999995,2022_08
2096362-DCA,420 KENT AVE,338,Brooklyn,3021340056.0,Garage,301.0,11249.0,NYCDCWP,-73.969164,40.709675700000005,2022_08
2102377-DCA,200 RIVERSIDE BLVD,284,Manhattan,1011717501.0,Garage,107.0,10069.0,NYCDCWP,-73.9876621,40.7789896,2022_08
2048147-DCA,1334 LOUIS NINE BLVD,130,Bronx,2029767501.0,Garage,203.0,10459.0,NYCDCWP,-73.89205809999999,40.831863500000004,2022_08
1040945-DCA,1545 JEROME AVE,250,Bronx,2028590051.0,Parking Lot,204.0,10452.0,NYCDCWP,-73.9156942,40.843702,2022_08
2095525-DCA,1810 LORING PL,53,Bronx,2028790051.0,Parking Lot,205.0,10453.0,NYCDCWP,-73.9159691,40.8520653,2022_08
0899744-DCA,34 E 21ST ST,36,Manhattan,1008490053.0,Garage and Parking Lot,105.0,10010.0,NYCDCWP,-73.98861490000002,40.7392266,2022_08
2040594-DCA,2917 QUEENS PLZ N,60,Queens,4004187501.0,Garage,401.0,11101.0,NYCDCWP,-73.93722220000001,40.7500985,2022_08
2034908-DCA,365 BOND ST,193,Brooklyn,3004580001.0,Garage,306.0,11231.0,NYCDCWP,-73.99033440000001,40.6774559,2022_08
2081952-DCA,885 2ND AVE,227,Manhattan,1013210022.0,Garage,106.0,10017.0,NYCDCWP,-73.9702265,40.753493299999995,2022_08
2103287-DCA,56 N 9TH ST,33,Brooklyn,3023097502.0,Garage,301.0,11249.0,NYCDCWP,-73.9603814,40.72105560000001,2022_08
2102977-DCA,240 RIVERSIDE BLVD,185,Manhattan,1011717503.0,Garage,107.0,10069.0,NYCDCWP,-73.98692890000001,40.7803043,2022_08
2096740-DCA,41 BLUE SLIP,190,Brooklyn,3024720050.0,Garage,301.0,11222.0,NYCDCWP,-73.9595676,40.73642589999999,2022_08
1250226-DCA,2479 AMSTERDAM AVE,140,Manhattan,1021490016.0,Garage,112.0,10033.0,NYCDCWP,-73.9295453,40.849272,2022_08
2102595-DCA,15010 14TH AVE,44,Queens,4046780021.0,Parking Lot,407.0,11357.0,NYCDCWP,-73.8133124,40.788689899999994,2022_08
2097989-DCA,3514 SURF AVE,301,Brooklyn,3070657501.0,Garage,313.0,11224.0,NYCDCWP,-74.0007595,40.5724708,2022_08
1360570-DCA,2131 FREDERICK DOUGLASS BLVD,47,Manhattan,1018487503.0,Garage,110.0,10026.0,NYCDCWP,-73.9560191,40.8041401,2022_08
2028691-DCA,501 E 87TH ST,66,Manhattan,1015840001.0,Garage and Parking Lot,108.0,10128.0,NYCDCWP,-73.9461261,40.776696799999996,2022_08
2103432-DCA,325 LAFAYETTE AVE,59,Brooklyn,3019337501.0,Garage,302.0,11238.0,NYCDCWP,-73.96262540000001,40.688841,2022_08
2042320-DCA,625 W 57TH ST,285,Manhattan,1011057501.0,Garage,104.0,10019.0,NYCDCWP,-73.9929671,40.7714311,2022_08
2096850-DCA,696 E FORDHAM RD,98,Bronx,2030910073.0,Garage and Parking Lot,206.0,10458.0,NYCDCWP,-73.8825171,40.8570506,2022_08
0921454-DCA,70 RIVERSIDE DR,80,Manhattan,1012440001.0,Garage,107.0,10024.0,NYCDCWP,-73.9820386,40.7850136,2022_08
2018861-DCA,776 6TH AVE,92,Manhattan,1008280001.0,Garage,105.0,10001.0,NYCDCWP,-73.99077209999999,40.74491389999999,2022_08
2035633-DCA,300 SCHERMERHORN ST,30,Brooklyn,3001720024.0,Garage,302.0,11217.0,NYCDCWP,-73.9826382,40.687413,2022_08
2008159-DCA,4200 BRONX BLVD,624,Bronx,2049930001.0,Garage,212.0,10466.0,NYCDCWP,-73.86047690000001,40.894837,2022_08
2003461-DCA,70 W 93RD ST,88,Manhattan,1012060001.0,Garage,107.0,10025.0,NYCDCWP,-73.968816,40.790459000000006,2022_08
2028692-DCA,525 E 72ND ST,146,Manhattan,1014840026.0,Garage and Parking Lot,108.0,10021.0,NYCDCWP,-73.95153140000001,40.7664998,2022_08
2100560-DCA,515 W 36TH ST,64,Manhattan,1007080020.0,Garage,104.0,10018.0,NYCDCWP,-73.99904709999998,40.756538299999995,2022_08
2028853-DCA,1975 EASTCHESTER RD,691,Bronx,2042050002.0,Garage,211.0,10461.0,NYCDCWP,-73.84443329999999,40.852443900000004,2022_08
2103726-DCA,152 ASHLAND PLACE,564,Brooklyn,3020850100.0,Garage and Parking Lot,302.0,11201.0,NYCDCWP,-73.9793954,40.6913128,2022_08
1466051-DCA,9010 SUTPHIN BLVD,36,Queens,4096760022.0,Parking Lot,412.0,11435.0,NYCDCWP,-73.80860140000001,40.702678000000006,2022_08
2074988-DCA,420 E 20TH ST,510,Manhattan,1009720001.0,Garage,106.0,10009.0,NYCDCWP,-73.9778964,40.7317236,2022_08
2102636-DCA,102 W 107TH ST,188,Manhattan,1018610037.0,Garage and Parking Lot,107.0,10025.0,NYCDCWP,-73.96310840000001,40.7999733,2022_08
1376342-DCA,524 E 73RD ST,320,Manhattan,1014840035.0,Garage,108.0,10021.0,NYCDCWP,-73.951932,40.766738700000005,2022_08
2100406-DCA,10 RIVERSIDE BLVD,122,Manhattan,1011717512.0,Garage,107.0,10069.0,NYCDCWP,-73.99250479999999,40.772954399999996,2022_08
1461225-DCA,90-15 PARSONS BLVD,499,Queens,4097560018.0,Garage,412.0,11432.0,NYCDCWP,-73.8003758,40.7047034,2022_08
2096723-DCA,990 AVENUE OF THE AMERICAS,120,Manhattan,1008380001.0,Garage,105.0,10018.0,NYCDCWP,-73.9862813,40.7512593,2022_08
2001643-DCA,120 E 210TH ST,862,Bronx,2033370035.0,Garage,207.0,10467.0,NYCDCWP,-73.880543,40.879385,2022_08
1468022-DCA,4545 CENTER BLVD,1000,Queens,4000210020.0,Garage,402.0,11109.0,NYCDCWP,-73.9558542,40.7479031,2022_08
1389592-DCA,2125 JEROME AVE,75,Bronx,2031920042.0,Parking Lot,205.0,10453.0,NYCDCWP,-73.90612490000001,40.8556093,2022_08
2096078-DCA,60 E 93RD ST,243,Brooklyn,3045950215.0,Garage and Parking Lot,317.0,11212.0,NYCDCWP,-73.928055,40.6631253,2022_08
1412999-DCA,236 LIVINGSTON ST,109,Brooklyn,3001657501.0,Garage,302.0,11201.0,NYCDCWP,-73.9849672,40.6889559,2022_08
2003554-DCA,50 W 93RD ST,62,Manhattan,1012060045.0,Garage,107.0,10025.0,NYCDCWP,-73.96792049999999,40.7902529,2022_08
1461276-DCA,315 E 102ND ST,196,Manhattan,1016740010.0,Garage,111.0,10029.0,NYCDCWP,-73.9432461,40.7880284,2022_08
2016679-DCA,435 E 79TH ST,49,Manhattan,1015590019.0,Garage and Parking Lot,108.0,10075.0,NYCDCWP,-73.95059959999999,40.771901,2022_08
2092451-DCA,211 MCGUINNESS BLVD,88,Brooklyn,3025767501.0,Garage,301.0,11222.0,NYCDCWP,-73.9513851,40.7295965,2022_08
1470216-DCA,554 W 182ND ST,31,Manhattan,1021540013.0,Garage and Parking Lot,112.0,10033.0,NYCDCWP,-73.93243690000001,40.8493259,2022_08
2034552-DCA,200 CABRINI BLVD,525,Manhattan,1021790010.0,Garage and Parking Lot,112.0,10033.0,NYCDCWP,-73.94005990000001,40.8534005,2022_08
2092125-DCA,4745 PARK AVE,73,Bronx,2030330004.0,Garage,206.0,10458.0,NYCDCWP,-73.891838,40.860600399999996,2022_08
2094529-DCA,2351 ADAM CLAYTON POWELL JR BLVD,67,Manhattan,1020067502.0,Garage,110.0,10030.0,NYCDCWP,-73.9420511,40.8167102,2022_08
2016720-DCA,180 MONTAGUE ST,82,Brooklyn,3002500030.0,Garage and Parking Lot,302.0,11201.0,NYCDCWP,-73.9919295,40.6939027,2022_08
1469508-DCA,553 AVENUE OF THE AMERICAS,90,Manhattan,1007910036.0,Garage and Parking Lot,104.0,10011.0,NYCDCWP,-73.9964997,40.73853270000001,2022_08
2033060-DCA,8 SPRUCE ST,175,Manhattan,1001007502.0,Garage,101.0,10038.0,NYCDCWP,-74.0056775,40.7109698,2022_08
1469881-DCA,200 W END AVE,76,Manhattan,1011587506.0,Garage,107.0,10023.0,NYCDCWP,-73.9854093,40.777982,2022_08
2059557-DCA,105 UNDERHILL AVE,160,Brooklyn,3011530005.0,Parking Lot,308.0,11238.0,NYCDCWP,-73.9654222,40.6774593,2022_08
2003468-DCA,300 E 48TH ST,51,Manhattan,1013400001.0,Garage,106.0,10017.0,NYCDCWP,-73.9693604,40.7531774,2022_08
2001646-DCA,1695 EASTCHESTER RD,142,Bronx,2040850180.0,Garage,211.0,10461.0,NYCDCWP,-73.8452171,40.8464752,2022_08
2050361-DCA,403 E 60TH ST,175,Manhattan,1014550005.0,Garage and Parking Lot,108.0,10022.0,NYCDCWP,-73.9607913,40.7601739,2022_08
2082677-DCA,311 W BROADWAY,93,Manhattan,1002287502.0,Garage,102.0,10013.0,NYCDCWP,-74.0037844,40.721636,2022_08
1072122-DCA,252 7TH AVE,175,Manhattan,1007747501.0,Garage,104.0,10001.0,NYCDCWP,-73.9954853,40.7453094,2022_08
1216898-DCA,330 W 145TH ST,23,Manhattan,1020517501.0,Garage,109.0,10030.0,NYCDCWP,-73.9435593,40.823226899999995,2022_08
2080641-DCA,196-202 THIRD AVE,58,Manhattan,1008730040.0,Garage,106.0,10003.0,NYCDCWP,-73.9859814,40.7358201,2022_08
1116799-DCA,175 E 96TH ST,209,Manhattan,1016240033.0,Garage,111.0,10029.0,NYCDCWP,-73.9496288,40.785712100000005,2022_08
1409325-DCA,1379 HALSEY ST,30,Brooklyn,3034070039.0,Parking Lot,304.0,11237.0,NYCDCWP,-73.9055275,40.695963899999995,2022_08
0901963-DCA,401 E 89TH ST,114,Manhattan,1015697502.0,Garage,108.0,10128.0,NYCDCWP,-73.9473268,40.778786100000005,2022_08
1342885-DCA,575 MADISON AVE,99,Manhattan,1012920052.0,Garage,105.0,10022.0,NYCDCWP,-73.9723598,40.7617692,2022_08
2103427-DCA,222 JOHNSON AVE,88,Brooklyn,3030720040.0,Garage,301.0,11206.0,NYCDCWP,-73.9402062,40.70667529999999,2022_08
1340052-DCA,333 E 38TH ST,146,Manhattan,1009447502.0,Parking Lot,106.0,10016.0,NYCDCWP,-73.9719329,40.7467691,2022_08
2034863-DCA,306 2ND ST,23,Brooklyn,3009747502.0,Garage,306.0,11215.0,NYCDCWP,-73.98478670000002,40.6739914,2022_08
2102573-DCA,175 W 12TH ST,43,Manhattan,1006087501.0,Garage,102.0,10011.0,NYCDCWP,-74.0001516,40.737358,2022_08
2032379-DCA,519 W 161ST ST,150,Manhattan,1021200050.0,Garage,112.0,10032.0,NYCDCWP,-73.9412609,40.836043599999996,2022_08
2068554-DCA,839 6TH AVE,529,Manhattan,1008057502.0,Garage and Parking Lot,105.0,10001.0,NYCDCWP,-73.99028100000001,40.7471289,2022_08
1454365-DCA,4720 30TH PL,144,Queens,4002830001.0,Parking Lot,402.0,11101.0,NYCDCWP,-73.9373632,40.74217720000001,2022_08
0984236-DCA,61 JANE ST,110,Manhattan,1006260012.0,Garage,102.0,10014.0,NYCDCWP,-74.0058855,40.738442,2022_08
1342094-DCA,130 BRADHURST AVE,33,Manhattan,1020457503.0,Garage,110.0,10039.0,NYCDCWP,-73.94096329999999,40.825262200000004,2022_08
1204173-DCA,222 E 34TH ST,190,Manhattan,1009140036.0,Garage,106.0,10016.0,NYCDCWP,-73.976997,40.744942200000004,2022_08
1395705-DCA,313 W 119TH ST,52,Manhattan,1019467501.0,Garage,110.0,10026.0,NYCDCWP,-73.9544857,40.8069281,2022_08
1188527-DCA,30 E END AVE,51,Manhattan,1015770027.0,Garage,108.0,10028.0,NYCDCWP,-73.94776929999999,40.7717351,2022_08
2054332-DCA,2 RIVER TER,369,Manhattan,1000167516.0,Garage,101.0,10282.0,NYCDCWP,-74.0162726,40.716104200000004,2022_08
2001588-DCA,425 E 58TH ST,294,Manhattan,1013700015.0,Garage,106.0,10022.0,NYCDCWP,-73.96094740000001,40.7587357,2022_08
1220798-DCA,220 W 26TH ST,120,Manhattan,1007750046.0,Garage,104.0,10001.0,NYCDCWP,-73.9952326,40.7461658,2022_08
1129152-DCA,7 E 14TH ST,112,Manhattan,1008420007.0,Garage,105.0,10003.0,NYCDCWP,-73.9925126,40.735850899999996,2022_08
1429820-DCA,452 10TH AVE,42,Manhattan,1007330070.0,Parking Lot,104.0,10018.0,NYCDCWP,-73.998152,40.7553992,2022_08
2001375-DCA,351 JAY ST,270,Brooklyn,3001470004.0,Garage,302.0,11201.0,NYCDCWP,-73.98671879999999,40.6932215,2022_08
1228853-DCA,381 CARLTON AVE,19,Brooklyn,3021207501.0,Garage,302.0,11238.0,NYCDCWP,-73.97108940000001,40.686318299999996,2022_08
1192853-DCA,59 ALLEN ST,200,Manhattan,1003070024.0,Garage,103.0,10002.0,NYCDCWP,-73.9919628,40.7171426,2022_08
1323180-DCA,1257 3RD AVE,65,Manhattan,1014270001.0,Garage,108.0,10021.0,NYCDCWP,-73.9600021,40.7699559,2022_08
0901088-DCA,150 W END AVE,163,Manhattan,1011587503.0,Garage,107.0,10023.0,NYCDCWP,-73.98597640000001,40.7765466,2022_08
1244304-DCA,444 KENT AVE,146,Brooklyn,3021347501.0,Garage,301.0,11249.0,NYCDCWP,-73.96938440000001,40.7088277,2022_08
2016568-DCA,511 9TH AVE,64,Manhattan,1007367501.0,Garage,104.0,10018.0,NYCDCWP,-73.99450990000001,40.7564092,2022_08
1218382-DCA,444 MANHATTAN AVE,33,Manhattan,1019457503.0,Garage,110.0,10026.0,NYCDCWP,-73.95536740000001,40.806527700000004,2022_08
0962108-DCA,100 W 89TH ST,204,Manhattan,1012197501.0,Garage,107.0,10024.0,NYCDCWP,-73.9713557,40.7883051,2022_08
1312149-DCA,315 E 40TH ST,334,Manhattan,1013330018.0,Garage,106.0,10016.0,NYCDCWP,-73.9716436,40.7482951,2022_08
1148651-DCA,1020 GRAND CONCOURSE,286,Bronx,2024610094.0,Garage,204.0,10451.0,NYCDCWP,-73.9201379,40.830149,2022_08
2026148-DCA,233 E 69TH ST,53,Manhattan,1014247501.0,Garage,108.0,10021.0,NYCDCWP,-73.95992070000001,40.767329100000005,2022_08
2070275-DCA,149 KENT AVE,131,Brooklyn,3023337501.0,Garage,301.0,11249.0,NYCDCWP,-73.9620854,40.7189838,2022_08
1327024-DCA,800 GRAND CONCOURSE,100,Bronx,2024580090.0,Garage,204.0,10451.0,NYCDCWP,-73.9230168,40.824845399999994,2022_08
1340237-DCA,530 1ST AVE,147,Manhattan,1009627501.0,Garage,106.0,10016.0,NYCDCWP,-73.97341750000001,40.7435471,2022_08
2055914-DCA,555 W 42ND ST,84,Manhattan,1010710001.0,Garage,104.0,10036.0,NYCDCWP,-73.9976067,40.760962799999994,2022_08
1421699-DCA,69 SAINT CLAIR PL,70,Manhattan,1020040012.0,Parking Lot,109.0,10027.0,NYCDCWP,-73.9609596,40.8179917,2022_08
1102792-DCA,311 W 50TH ST,60,Manhattan,1010410019.0,Garage,104.0,10019.0,NYCDCWP,-73.9869251,40.7628861,2022_08
1119290-DCA,1229 MADISON AVE,43,Manhattan,1015000053.0,Garage,108.0,10128.0,NYCDCWP,-73.95727559999999,40.7824874,2022_08
2035160-DCA,4070 BROADWAY,35,Manhattan,1021410017.0,Parking Lot,112.0,10032.0,NYCDCWP,-73.93873509999999,40.8435848,2022_08
1114025-DCA,101 W 90TH ST,64,Manhattan,1012210038.0,Garage,107.0,10024.0,NYCDCWP,-73.97044140000001,40.7897047,2022_08
2009957-DCA,10 E END AVE,60,Manhattan,1015760027.0,Garage,108.0,10075.0,NYCDCWP,-73.9481958,40.7710848,2022_08
1010041-DCA,130 E 18TH ST,84,Manhattan,1008730019.0,Garage,106.0,10003.0,NYCDCWP,-73.98667420000001,40.7360754,2022_08
2102486-DCA,1886 BROADWAY,75,Manhattan,1011157503.0,Garage,107.0,10023.0,NYCDCWP,-73.98157309999999,40.77076829999999,2022_08
2001619-DCA,27 N 6TH ST,59,Brooklyn,3023247501.0,Garage and Parking Lot,301.0,11249.0,NYCDCWP,-73.9624347,40.7201066,2022_08
1371568-DCA,7710 41ST AVE,576,Queens,4014970001.0,Garage,404.0,11373.0,NYCDCWP,-73.88776659999999,40.7453619,2022_08
0429851-DCA,24 COLUMBIA ST,457,Manhattan,1003310200.0,Garage,103.0,10002.0,NYCDCWP,-73.98052059999999,40.715477899999996,2022_08
2019845-DCA,400 W 155TH ST,68,Manhattan,1020697501.0,Garage,109.0,10032.0,NYCDCWP,-73.9409732,40.8303509,2022_08
1187631-DCA,410 LAFAYETTE ST,53,Manhattan,1005450048.0,Parking Lot,102.0,10003.0,NYCDCWP,-73.99295,40.7286871,2022_08
0966613-DCA,336 E 9TH ST,48,Manhattan,1004500022.0,Garage and Parking Lot,103.0,10003.0,NYCDCWP,-73.9859938,40.7284285,2022_08
2034905-DCA,353 4TH AVE,60,Brooklyn,3009817501.0,Garage,306.0,11215.0,NYCDCWP,-73.9861172,40.6729046,2022_08
1407851-DCA,1295 JEROME AVE,240,Bronx,2028550051.0,Garage,204.0,10452.0,NYCDCWP,-73.9200017,40.838210100000005,2022_08
0427868-DCA,249 10TH AVE,120,Manhattan,1006960035.0,Garage,104.0,10001.0,NYCDCWP,-74.00371379999999,40.7489188,2022_08
0427239-DCA,1832 2ND AVE,180,Manhattan,1015570052.0,Garage,108.0,10128.0,NYCDCWP,-73.9471645,40.783120000000004,2022_08
1184264-DCA,27 N MOORE ST,76,Manhattan,1001907504.0,Garage,101.0,10013.0,NYCDCWP,-74.0074676,40.720214,2022_08
2068189-DCA,5423 8TH AVE,41,Brooklyn,3056720001.0,Garage,312.0,11220.0,NYCDCWP,-74.00617209999999,40.6382826,2022_08
1415239-DCA,320 W 30TH ST,45,Manhattan,1007530051.0,Garage,104.0,10001.0,NYCDCWP,-73.9964125,40.749896,2022_08
1347111-DCA,1341 6TH AVE,341,Manhattan,1010070029.0,Garage,105.0,10105.0,NYCDCWP,-73.97925409999999,40.76306339999999,2022_08
1248479-DCA,258 LAFAYETTE ST,60,Manhattan,1004960019.0,Parking Lot,102.0,10012.0,NYCDCWP,-73.9969334,40.723392600000004,2022_08
2058531-DCA,10205 DITMARS BLVD,383,Queens,4016410044.0,Parking Lot,403.0,11369.0,NYCDCWP,-73.8660788,40.76780720000001,2022_08
1308597-DCA,2621 AQUEDUCT AVE,100,Bronx,2032150032.0,Garage,207.0,10468.0,NYCDCWP,-73.90075329999999,40.8676431,2022_08
2025430-DCA,528 W 162ND ST,171,Manhattan,1021200018.0,Garage,112.0,10032.0,NYCDCWP,-73.9413942,40.8364224,2022_08
1183626-DCA,1356 3RD AVE,31,Manhattan,1014127502.0,Garage,108.0,10075.0,NYCDCWP,-73.9582887,40.7734658,2022_08
2036650-DCA,1199 PARK AVE,74,Manhattan,1015230001.0,Garage,108.0,10128.0,NYCDCWP,-73.95286829999999,40.7852304,2022_08
1085597-DCA,8610 ROOSEVELT AVE,75,Queens,4015020006.0,Garage,404.0,11372.0,NYCDCWP,-73.8798514,40.747791299999996,2022_08
2071856-DCA,25 BRUCKNER BLVD,77,Bronx,2023090001.0,Garage,201.0,10454.0,NYCDCWP,-73.9289353,40.8078676,2022_08
1461226-DCA,187 PACIFIC ST,130,Brooklyn,3002867502.0,Garage,306.0,11201.0,NYCDCWP,-73.9931308,40.6893739,2022_08
2059535-DCA,5710 MAIN ST,56,Queens,4063750009.0,Parking Lot,407.0,11355.0,NYCDCWP,-73.8264703,40.74630689999999,2022_08
0901637-DCA,349 CANAL ST,225,Manhattan,1002290005.0,Garage,102.0,10013.0,NYCDCWP,-74.00342359999999,40.721065100000004,2022_08
1462009-DCA,750 AVENUE OF THE AMERICAS,73,Manhattan,1008260001.0,Garage,105.0,10010.0,NYCDCWP,-73.99173940000001,40.7436898,2022_08
1347212-DCA,402 ROCKAWAY AVE,75,Brooklyn,3034990062.0,Parking Lot,316.0,11212.0,NYCDCWP,-73.9111803,40.670195,2022_08
1467026-DCA,228 E 117th St,60,Manhattan,1016660033.0,Garage,111.0,10035.0,NYCDCWP,-73.9384412,40.797918,2022_08
2081249-DCA,234 W 108TH ST,98,Manhattan,1018790053.0,Garage,107.0,10025.0,NYCDCWP,-73.9667155,40.8023157,2022_08
0889341-DCA,221 THOMPSON ST,235,Manhattan,1005390023.0,Garage,102.0,10012.0,NYCDCWP,-73.9991954,40.7293653,2022_08
0369040-DCA,83 N RIVER PIERS,300,Manhattan,1011070014.0,Parking Lot,104.0,10036.0,NYCDCWP,-74.0024547,40.763359,2022_08
1473819-DCA,506 W 181ST ST,187,Manhattan,1021520072.0,Garage,112.0,10033.0,NYCDCWP,-73.9318091,40.8481975,2022_08
1240254-DCA,55 WATER ST,426,Manhattan,1000327501.0,Garage,101.0,10004.0,NYCDCWP,-74.00915359999999,40.7031826,2022_08
2052724-DCA,4701 QUEENS BLVD,74,Queens,4001400010.0,Garage and Parking Lot,402.0,11104.0,NYCDCWP,-73.917427,40.74343270000001,2022_08
2102375-DCA,400 E 67TH ST,142,Manhattan,1014617501.0,Garage,108.0,10065.0,NYCDCWP,-73.95813199999999,40.7642818,2022_08
2076559-DCA,8036 COOPER AVE,662,Queens,4038100350.0,Garage,405.0,11385.0,NYCDCWP,-73.86848140000001,40.708353100000004,2022_08
2102417-DCA,1820 E TREMONT AVE,57,Bronx,2039250001.0,Parking Lot,209.0,10460.0,NYCDCWP,-73.86684749999999,40.8401592,2022_08
1351985-DCA,205 W 76TH ST,58,Manhattan,1011687501.0,Garage,107.0,10024.0,NYCDCWP,-73.9799416,40.7816784,2022_08
2102405-DCA,440 W 57TH ST,378,Manhattan,1010660012.0,Garage,104.0,10019.0,NYCDCWP,-73.9874692,40.768175299999996,2022_08
2102371-DCA,1621 YORK AVE,126,Manhattan,1015650029.0,Garage,108.0,10028.0,NYCDCWP,-73.9478852,40.775879700000004,2022_08
2009039-DCA,951 HOE AVE,139,Bronx,2027427501.0,Garage,202.0,10459.0,NYCDCWP,-73.8906972,40.8222503,2022_08
2098002-DCA,2568 PARK AVE,122,Bronx,2023400014.0,Garage,201.0,10451.0,NYCDCWP,-73.92837359999999,40.8128791,2022_08
2045993-DCA,1355 CROMWELL AVE,100,Bronx,2028710085.0,Garage,204.0,10452.0,NYCDCWP,-73.9206427,40.8400989,2022_08
2059848-DCA,575 WASHINGTON ST,242,Manhattan,1006000029.0,Garage,102.0,10014.0,NYCDCWP,-74.0088686,40.729469200000004,2022_08
1461731-DCA,12601 ROOSEVELT AVE,6640,Queens,4018330117.0,Garage,407.0,11368.0,NYCDCWP,-73.8429377,40.7556435,2022_08
0917447-DCA,211 E 18TH ST,70,Manhattan,1008990008.0,Garage,106.0,10003.0,NYCDCWP,-73.9842134,40.7355426,2022_08
2087956-DCA,13203 SANFORD AVE,105,Queens,4050407501.0,Garage,407.0,11355.0,NYCDCWP,-73.8329012,40.7550694,2022_08
2010119-DCA,2310 41ST AVE,23,Queens,4004137501.0,Garage,401.0,11101.0,NYCDCWP,-73.94039959999999,40.7526528,2022_08
0932155-DCA,301 E 64TH ST,84,Manhattan,1014390001.0,Garage,108.0,10065.0,NYCDCWP,-73.96141740000002,40.7636901,2022_08
2058614-DCA,200 W 79TH ST,95,Manhattan,1011707501.0,Garage,107.0,10024.0,NYCDCWP,-73.97890129999999,40.7829161,2022_08
0963959-DCA,792 10TH AVE,198,Manhattan,1010630001.0,Garage,104.0,10019.0,NYCDCWP,-73.9900074,40.766635799999996,2022_08
2006032-DCA,3102 47TH AVE,135,Queens,4002810001.0,Garage,402.0,11101.0,NYCDCWP,-73.9355156,40.7421076,2022_08
2003025-DCA,544 UNION AVE,48,Brooklyn,3027360001.0,Garage,301.0,11211.0,NYCDCWP,-73.95164670000001,40.7170943,2022_08
0992413-DCA,2846 WEBSTER AVE,100,Bronx,2032730114.0,Garage,207.0,10458.0,NYCDCWP,-73.88455069999999,40.866327000000005,2022_08
2096602-DCA,301 E 57TH ST,328,Manhattan,1013500001.0,Garage,106.0,10022.0,NYCDCWP,-73.96460350000001,40.7594835,2022_08
0469630-DCA,395 BROOME ST,85,Manhattan,1004710011.0,Parking Lot,102.0,10013.0,NYCDCWP,-73.9973196,40.7203899,2022_08
2056910-DCA,3005 QUEENS BLVD,99,Queens,0.0,Garage,401.0,11101.0,NYCDCWP,-73.9351798,42.91501929,2022_08
0887551-DCA,2123 AMSTERDAM AVE,100,Manhattan,1021110045.0,Parking Lot,112.0,10032.0,NYCDCWP,-73.9378982,40.837974100000004,2022_08
2096719-DCA,80 RIVERSIDE BLVD,253,Manhattan,1011717507.0,Garage,107.0,10069.0,NYCDCWP,-73.9899483,40.7750511,2022_08
1418524-DCA,2906 W 12TH ST,150,Brooklyn,3072660200.0,Parking Lot,313.0,11224.0,NYCDCWP,-73.9800608,40.576457299999994,2022_08
0902515-DCA,95 BAXTER ST,28,Manhattan,1001990009.0,Parking Lot,103.0,10013.0,NYCDCWP,-73.9994445,40.7170331,2022_08
0369771-DCA,5455 KINGS HWY,16,Brooklyn,3047750041.0,Garage,317.0,11203.0,NYCDCWP,-73.92486650000001,40.6426691,2022_08
1474717-DCA,101 BEDFORD AVE,202,Brooklyn,3022910001.0,Garage,301.0,11211.0,NYCDCWP,-73.95455229999999,40.7200131,2022_08
1389063-DCA,510 W 23RD ST,81,Manhattan,1006940040.0,Parking Lot,104.0,10011.0,NYCDCWP,-74.0049877,40.7475711,2022_08
2102456-DCA,4275 BROADWAY,36,Manhattan,1021800095.0,Parking Lot,112.0,10033.0,NYCDCWP,-73.9356883,40.8509938,2022_08
2022419-DCA,139 E 33RD ST,125,Manhattan,1008890015.0,Garage,105.0,10016.0,NYCDCWP,-73.9805081,40.746073700000004,2022_08
0735702-DCA,526 W 134TH ST,175,Manhattan,1019870007.0,Garage,109.0,10027.0,NYCDCWP,-73.955099,40.818846,2022_08
1342356-DCA,229 W 60TH ST,170,Manhattan,1011520013.0,Garage,107.0,10023.0,NYCDCWP,-73.9883963,40.772042799999994,2022_08
1113944-DCA,408 W 57TH ST,80,Manhattan,1010660037.0,Garage,104.0,10019.0,NYCDCWP,-73.9866245,40.7679474,2022_08
1461244-DCA,9102 168TH ST,291,Queens,4097960063.0,Garage,412.0,11432.0,NYCDCWP,-73.7936059,40.7070794,2022_08
2081099-DCA,155 W 70TH ST,43,Manhattan,1011427502.0,Garage,107.0,10023.0,NYCDCWP,-73.9816255,40.7771498,2022_08
0369661-DCA,81 N RIVER PIERS,160,Manhattan,1011070005.0,Parking Lot,104.0,10036.0,NYCDCWP,-74.0032922,40.7622089,2022_08
