Year,State,Garage,Garage and Parking Lot,Parking Lot
2012,Bronx,30339,591,19507
2012,Brooklyn,21404,480,6736
2012,Manhattan,138030,5745,20750
2012,Queens,19573,3175,20854
2012,Staten Island,198,0,1468
2012,NYC,209544,9991,69315
2022,Bronx,40407,1699,12022
2022,Brooklyn,20727,2975,7754
2022,Manhattan,121709,7945,10171
2022,Queens,39834,5219,7975
2022,Staten Island,563,0,171
2022,NYC,223240,17838,38093
